LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
GBR,GNI,TOT,USD_CAP,A,2006,34603.15322,
GBR,GNI,TOT,USD_CAP,A,2007,35245.22527,
GBR,GNI,TOT,USD_CAP,A,2008,36080.13288,
GBR,GNI,TOT,USD_CAP,A,2009,34517.09127,
GBR,GNI,TOT,USD_CAP,A,2010,36040.871,
GBR,GNI,TOT,USD_CAP,A,2011,36951.13048,
GBR,GNI,TOT,USD_CAP,A,2012,37510.23793,
GBR,GNI,TOT,USD_CAP,A,2013,38702.86674,
GBR,GNI,TOT,USD_CAP,A,2014,40039.31499,
GBR,GNI,TOT,USD_CAP,A,2015,41101.35121,
GBR,GNI,TOT,USD_CAP,A,2016,41865.62682,
GBR,GNI,TOT,USD_CAP,A,2017,44077.46636,
EST,GNI,TOT,USD_CAP,A,2000,9039.315735,
EST,GNI,TOT,USD_CAP,A,2001,9780.217779,
EST,GNI,TOT,USD_CAP,A,2002,11014.0639,
EST,GNI,TOT,USD_CAP,A,2003,12316.91021,
EST,GNI,TOT,USD_CAP,A,2004,13671.40653,
EST,GNI,TOT,USD_CAP,A,2005,15821.26693,
EST,GNI,TOT,USD_CAP,A,2006,18204.74413,
EST,GNI,TOT,USD_CAP,A,2007,20418.88974,
EST,GNI,TOT,USD_CAP,A,2008,21451.34244,
EST,GNI,TOT,USD_CAP,A,2009,19860.84187,
EST,GNI,TOT,USD_CAP,A,2010,20409.23517,
EST,GNI,TOT,USD_CAP,A,2011,23273.40761,
EST,GNI,TOT,USD_CAP,A,2012,24925.98958,
EST,GNI,TOT,USD_CAP,A,2013,26816.86001,
EST,GNI,TOT,USD_CAP,A,2014,28113.50634,
EST,GNI,TOT,USD_CAP,A,2015,28616.31702,
EST,GNI,TOT,USD_CAP,A,2016,30197.55259,
EST,GNI,TOT,USD_CAP,A,2017,32831.11427,
SVN,GNI,TOT,USD_CAP,A,1995,13631.959,
SVN,GNI,TOT,USD_CAP,A,1996,14300.71928,
SVN,GNI,TOT,USD_CAP,A,1997,15261.14024,
SVN,GNI,TOT,USD_CAP,A,1998,16010.50456,
SVN,GNI,TOT,USD_CAP,A,1999,17046.94049,
SVN,GNI,TOT,USD_CAP,A,2000,18000.99451,
SVN,GNI,TOT,USD_CAP,A,2001,18939.34713,
SVN,GNI,TOT,USD_CAP,A,2002,20121.58613,
SVN,GNI,TOT,USD_CAP,A,2003,20901.67905,
SVN,GNI,TOT,USD_CAP,A,2004,22454.37426,
SVN,GNI,TOT,USD_CAP,A,2005,23715.02261,
SVN,GNI,TOT,USD_CAP,A,2006,25426.12739,
SVN,GNI,TOT,USD_CAP,A,2007,26960.20612,
SVN,GNI,TOT,USD_CAP,A,2008,28848.23041,B
SVN,GNI,TOT,USD_CAP,A,2009,26992.22028,
SVN,GNI,TOT,USD_CAP,A,2010,27365.24855,
SVN,GNI,TOT,USD_CAP,A,2011,28411.15186,
SVN,GNI,TOT,USD_CAP,A,2012,28456.5664,
SVN,GNI,TOT,USD_CAP,A,2013,29402.60787,
SVN,GNI,TOT,USD_CAP,A,2014,30566.44138,
SVN,GNI,TOT,USD_CAP,A,2015,30660.38841,
SVN,GNI,TOT,USD_CAP,A,2016,32316.90988,
SVN,GNI,TOT,USD_CAP,A,2017,35509.1155,
OECD,GNI,TOT,USD_CAP,A,2009,33907.38399,E
OECD,GNI,TOT,USD_CAP,A,2010,35405.20182,E
OECD,GNI,TOT,USD_CAP,A,2011,36929.10846,E
OECD,GNI,TOT,USD_CAP,A,2012,38053.06559,E
OECD,GNI,TOT,USD_CAP,A,2013,39342.21029,E
OECD,GNI,TOT,USD_CAP,A,2014,40604.79471,E
OECD,GNI,TOT,USD_CAP,A,2015,41684.80662,E
OECD,GNI,TOT,USD_CAP,A,2016,42665.6394,E
LVA,GNI,TOT,USD_CAP,A,1995,5548.418859,
LVA,GNI,TOT,USD_CAP,A,1996,5833.56956,
LVA,GNI,TOT,USD_CAP,A,1997,6532.767729,
LVA,GNI,TOT,USD_CAP,A,1998,7122.86045,
LVA,GNI,TOT,USD_CAP,A,1999,7334.825285,
LVA,GNI,TOT,USD_CAP,A,2000,8009.1437,
LVA,GNI,TOT,USD_CAP,A,2001,9060.412541,
LVA,GNI,TOT,USD_CAP,A,2002,10086.34537,
LVA,GNI,TOT,USD_CAP,A,2003,10972.27212,
LVA,GNI,TOT,USD_CAP,A,2004,11961.95205,
LVA,GNI,TOT,USD_CAP,A,2005,13703.96302,
LVA,GNI,TOT,USD_CAP,A,2006,15354.38173,
LVA,GNI,TOT,USD_CAP,A,2007,17582.57388,
LVA,GNI,TOT,USD_CAP,A,2008,19180.3361,
LVA,GNI,TOT,USD_CAP,A,2009,18062.44255,
LVA,GNI,TOT,USD_CAP,A,2010,17781.59459,
LVA,GNI,TOT,USD_CAP,A,2011,19776.44281,
LVA,GNI,TOT,USD_CAP,A,2012,21115.48335,
LVA,GNI,TOT,USD_CAP,A,2013,22627.00271,
LVA,GNI,TOT,USD_CAP,A,2014,23717.5633,
LVA,GNI,TOT,USD_CAP,A,2015,24587.3973,
LVA,GNI,TOT,USD_CAP,A,2016,25775.96083,
LVA,GNI,TOT,USD_CAP,A,2017,28181.73916,
LTU,GNI,TOT,USD_CAP,A,1995,5913.939951,
LTU,GNI,TOT,USD_CAP,A,1996,6313.191748,
LTU,GNI,TOT,USD_CAP,A,1997,6935.915146,
LTU,GNI,TOT,USD_CAP,A,1998,7589.401601,
LTU,GNI,TOT,USD_CAP,A,1999,7635.409164,
LTU,GNI,TOT,USD_CAP,A,2000,8305.958522,
LTU,GNI,TOT,USD_CAP,A,2001,9324.047842,
LTU,GNI,TOT,USD_CAP,A,2002,10383.4493,
LTU,GNI,TOT,USD_CAP,A,2003,11768.82701,
LTU,GNI,TOT,USD_CAP,A,2004,12777.72367,
LTU,GNI,TOT,USD_CAP,A,2005,14331.94149,
LTU,GNI,TOT,USD_CAP,A,2006,16169.99184,
LTU,GNI,TOT,USD_CAP,A,2007,18376.60894,
LTU,GNI,TOT,USD_CAP,A,2008,20036.74664,
LTU,GNI,TOT,USD_CAP,A,2009,18484.64089,
LTU,GNI,TOT,USD_CAP,A,2010,19716.4922,
LTU,GNI,TOT,USD_CAP,A,2011,22015.40908,
LTU,GNI,TOT,USD_CAP,A,2012,23914.11714,
LTU,GNI,TOT,USD_CAP,A,2013,25966.84391,
LTU,GNI,TOT,USD_CAP,A,2014,27808.45171,
LTU,GNI,TOT,USD_CAP,A,2015,27733.35331,
LTU,GNI,TOT,USD_CAP,A,2016,29073.74454,
LTU,GNI,TOT,USD_CAP,A,2017,31990.09112,
